PFAM	Description	Type	Subset_Count	total_PFAMs_subset	total_genes_subset	Rest_Count	total_PFAMs_rest	total_genes_rest	Odds_ratio	P_Value	P_Value_Adj
PF00871	Acetokinase family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25416	GRHL1-like, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08490	Domain of unknown function (DUF1744)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00694	Aconitase C-terminal domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF12896	Anaphase-promoting complex, cyclosome, subunit 4	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24589	Domain of unknown function (DUF7614)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23670	PIGBOS1-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16198	tRNA pseudouridylate synthase B C-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08084	PROCT (NUC072) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00591	Glycosyl transferase family, a/b domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00091	Tubulin/FtsZ family, GTPase domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF04045	Arp2/3 complex, 34 kD subunit p34-Arc	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22486	MATH domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03358	NADPH-dependent FMN reductase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01265	Cytochrome c/c1 heme lyase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00649	Copper fist DNA binding domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01212	Beta-eliminating lyase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF06881	RNA polymerase II transcription factor SIII (Elongin) subunit A	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21311	Phage 5-bladed beta propeller receptor binding platform domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03142	Chitin synthase	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF08633	Rox3 mediator complex subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13931	Kinesin-associated microtubule-binding	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01679	Proteolipid membrane potential modulator	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF23410	Vps8 beta-propeller	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00227	Proteasome subunit	Other	0	172	181	14	10809	10903	0.0000	1.0	1.0
PF25468	HEATR5A-like, HEAT repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06628	Catalase-related immune-responsive	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF24598	DOP1 C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04750	FAR-17a/AIG1-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20268	SBDS protein, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06140	Interferon-induced 6-16 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05529	Bap31/Bap29 transmembrane region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11326	Synaptic plasticity regulator PANTS-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10435	Beta-galactosidase, domain 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20946	DNA polymerase alpha-binding protein Ctf4, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22998	LYC1 GNAT-like C-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04133	Vacuolar protein sorting 55	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12830	Sister chromatid cohesion C-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02785	Biotin carboxylase C-terminal domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF07052	Hepatocellular carcinoma-associated antigen 59	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05002	SGS domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11968	25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22562	UBA-like domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF17772	MYST family zinc finger domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF10355	Protein YTP1-like, C-terminal	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01931	Protein of unknown function DUF84	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03484	tRNA synthetase B5 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08513	LisH	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF17807	Variant UBP zinc finger	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25116	Agd3 CBM87	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25476	Ribosomal protein L19e, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08519	Replication factor RFC1 C terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08492	SRP72 RNA-binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08122	NADH-ubiquinone oxidoreductase B12 subunit family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04824	Conserved region of Rad21 / Rec8 like protein	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10642	Mitochondrial import receptor subunit or translocase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24857	Threonine synthase, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04139	Rad9	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09139	Phosphatidate cytidylyltransferase, mitochondrial	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25006	Domain of unknown function (DUF7783)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21936	Pcf11, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01233	Myristoyl-CoA:protein N-myristoyltransferase, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00245	Alkaline phosphatase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF22244	Glucuronyl esterase, fungi	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00815	Histidinol dehydrogenase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05691	Raffinose synthase or seed imbibition protein Sip1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09779	Ima1 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18031	Ubiquitin carboxyl-terminal hydrolases	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24102	FAD synthase, middle domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09159	Mitochondrial resolvase Ydc2 / RNA splicing MRS1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24534	PCA1 HMA heavy metal-associated domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15979	Glycosyl hydrolase family 115	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00639	PPIC-type PPIASE domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02953	Tim10/DDP family zinc finger	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF08118	Yeast mitochondrial distribution and morphology (MDM) proteins	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09056	Prokaryotic phospholipase A2	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10509	Galactokinase galactose-binding signature	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13832	PHD-zinc-finger like domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00475	Imidazoleglycerol-phosphate dehydratase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08407	Chitin synthase N-terminal	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF25482	Domain of unknown function (DUF7905)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00521	DNA gyrase/topoisomerase IV, subunit A	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01743	Poly A polymerase head domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09749	Uncharacterised conserved protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24588	Domain of unknown function (DUF7613)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06420	Mitochondrial genome maintenance MGM101	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10276	Zinc-finger domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21266	RRP4, S1 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00697	N-(5'phosphoribosyl)anthranilate (PRA) isomerase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00275	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08616	Stabilization of polarity axis	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09810	Exonuclease V - a 5' deoxyribonuclease	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01053	Cys/Met metabolism PLP-dependent enzyme	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF10503	Esterase PHB depolymerase	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF11787	Aft1 HRR domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14853	Fis1 C-terminal tetratricopeptide repeat	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01554	MatE	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF04118	Dopey, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04117	Mpv17 / PMP22 family	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF08286	Spc24 subunit of Ndc80	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01328	Peroxidase, family 2	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF04628	Sedlin, N-terminal conserved region	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF16172	DOCK N-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20842	Rax2 second domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01138	3' exoribonuclease family, domain 1	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF12717	non-SMC mitotic condensation complex subunit 1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23397	Domain of unknown function (DUF7104)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18558	Methyltransferase, Helix-turn-helix domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF07933	Protein of unknown function (DUF1681)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09995	ER-bound oxygenase mpaB/B'/Rubber oxygenase, catalytic domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF09803	Pet100	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13202	EF hand	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00181	Ribosomal Proteins L2, RNA binding N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01008	Initiation factor 2 subunit family	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF05254	Uncharacterised protein family (UPF0203)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10996	Beta-Casp domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10447	Exosome component EXOSC1/CSL4	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09173	Initiation factor eIF2 gamma, C terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09427	Domain of unknown function (DUF2014)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14260	C4-type zinc-finger of DNA polymerase delta	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01735	Lysophospholipase catalytic domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04678	Mitochondrial calcium uniporter	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00631	GGL domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00224	Pyruvate kinase, barrel domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08066	PMC2NT (NUC016) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14832	Putative oxalocrotonate tautomerase enzyme	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03764	Elongation factor G, domain IV	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF16353	Beta-galactosidase, domain 4	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04377	Arginine-tRNA-protein transferase, C terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13193	AMP-binding enzyme C-terminal domain	Other	0	172	181	17	10809	10903	0.0000	1.0	1.0
PF13127	Protein of unknown function (DUF3955)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21072	EFR3 protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13911	AhpC/TSA antioxidant enzyme	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF08772	Nin one binding (NOB1) Zn-ribbon like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02190	ATP-dependent protease La (LON) substrate-binding domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF21046	Rad26-like, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15277	Exocyst complex component SEC3 N-terminal PIP2 binding PH	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00465	Iron-containing alcohol dehydrogenase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17100	N-terminal domain of NWD NACHT-NTPase	NLR-associated	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF10558	Mitochondrial 18 KDa protein (MTP18)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10348	Domain of unknown function (DUF2427)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF25018	Importin-9 central HEAT repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00387	Phosphatidylinositol-specific phospholipase C, Y domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF05557	Mitotic checkpoint protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12698	ABC-2 family transporter protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF19274	PI4-kinase N-terminal region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10224	Short coiled-coil protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23749	Domain of unknown function (DUF7165)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13716	Divergent CRAL/TRIO domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01634	ATP phosphoribosyltransferase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09358	Ubiquitin fold domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08755	Hemimethylated DNA-binding protein YccV like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22890	EMC2 TPR-like repeat domain	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17146	PIN domain of ribonuclease	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04115	Ureidoglycolate lyase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05669	SOH1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25329	GDE1-like C2 domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05891	AdoMet dependent proline di-methyltransferase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00180	Isocitrate/isopropylmalate dehydrogenase	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF20638	Autophagy protein ATG5, UblA domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08028	Acyl-CoA dehydrogenase, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16573	N-terminal beta-sandwich domain of polyadenylation factor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04111	Apg6 BARA domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02861	Clp amino terminal domain, pathogenicity island component	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10309	Nuclear cap-binding protein subunit 3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13692	Glycosyl transferases group 1	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01111	Cyclin-dependent kinase regulatory subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25137	Fe-containing alcohol dehydrogenase family, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF19277	Glycerol-3-phosphate acyltransferase C-terminal region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10360	Protein of unknown function (DUF2433)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10296	Maintenance of mitochondrial morphology protein 1	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF05742	Transport and Golgi organisation 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25000	Domain of unknown function (DUF7779)	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01749	Importin beta binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08231	SYF2 splicing factor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01636	Phosphotransferase enzyme family	Other	0	172	181	12	10809	10903	0.0000	1.0	1.0
PF18388	Atg29 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24621	3-dehydroquinate synthase C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00533	BRCA1 C Terminus (BRCT) domain	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF01149	Formamidopyrimidine-DNA glycosylase N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF18378	Nuclear pore protein NUP188 C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02018	Carbohydrate binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12922	non-SMC mitotic condensation complex subunit 1, N-term	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08577	PI31 proteasome regulator	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16717	Ribosome-associated complex head domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05871	ESCRT-II complex subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04031	Las1-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00887	Acyl CoA binding protein	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF23189	Uncharacterised protein family (UPF0261) C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01937	Damage-control phosphatase ARMT1-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02296	Alpha adaptin AP2, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03439	Early transcription elongation factor of RNA pol II, NGN section	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10937	Alpha-ketoglutarate dehydrogenase component 4/YMR-31	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24707	Swc3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11957	THO complex subunit 1 transcription elongation factor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12239	Protein of unknown function (DUF3605)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08704	tRNA methyltransferase complex GCD14 subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11145	Transmembrane E3 ligase/DUF2921 transmembrane domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00225	Kinesin motor domain	Other	0	172	181	11	10809	10903	0.0000	1.0	1.0
PF25168	WDR36/Utp21 second beta-propeller domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12108	Splicing factor SF3a60 binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10033	Autophagy-related protein 13	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21933	MCM5, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08293	Mitochondrial ribosomal subunit S27	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01645	Conserved region in glutamate synthase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07993	Male sterility protein	Other	0	172	181	9	10809	10903	0.0000	1.0	1.0
PF03660	PHF5-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07969	Amidohydrolase family	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF13234	Mtr4-like, beta-barrel domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF14633	SH2 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00174	Oxidoreductase molybdopterin binding domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF22974	Domain of unknown function (DUF7029)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12409	P5-type ATPase cation transporter	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01268	Formate--tetrahydrofolate ligase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06609	Fungal trichothecene efflux pump (TRI12)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25385	MEC1-like, HEAT repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00240	Ubiquitin family	Other	0	172	181	10	10809	10903	0.0000	1.0	1.0
PF00001	7 transmembrane receptor (rhodopsin family)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF18147	Suv3 C-terminal domain 1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25277	Domain of unknown function (DUF7871)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16242	Pyridoxamine 5'-phosphate oxidase like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03947	Ribosomal Proteins L2, C-terminal domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01000	RNA polymerase Rpb3/RpoA insert domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03464	eRF1 domain 2	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF04615	Utp14 protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01409	tRNA synthetases class II core domain (F)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF08320	PIG-X / PBN1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05051	Cytochrome C oxidase copper chaperone (COX17)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12624	VPS13-like family N-terminal region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04757	Pex2 / Pex12 amino terminal region	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01194	RNA polymerases N / 8 kDa subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04926	Poly(A) polymerase predicted RNA binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11937	Protein of unknown function (DUF3455)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF25009	Domain of unknown function (DUF7785)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08386	TAP-like protein	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF22994	RSC4 Ig-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02782	FGGY family of carbohydrate kinases, C-terminal domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF02096	60Kd inner membrane protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00855	PWWP domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20651	Exocyst complex component EXOC6/Sec15, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00626	Gelsolin repeat	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF02840	Prp18 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02776	Thiamine pyrophosphate enzyme, N-terminal TPP binding domain	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF23459	RRP5 S1 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF19038	Third Longin domain of FUZ, MON1 and HPS1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05729	NACHT domain	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21189	PHA02142 OB-fold domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21103	SSRP1 PH domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03531	Structure-specific recognition protein (SSRP1)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22770	POP1 C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
